Standort,Bestand,Plot,Baumart,BHD,Hoehe
El Naranjo,7,13,aa,106,16
El Naranjo,7,14,aa,51,
El Naranjo,7,14,aa,81,
El Naranjo,7,14,aa,83,
El Naranjo,7,14,aa,16,5
El Naranjo,7,14,aa,81,
El Naranjo,7,14,aa,96,16
El Naranjo,7,14,aa,56,
El Naranjo,7,14,aa,48,
El Naranjo,7,15,aa,42,
El Naranjo,7,15,aa,52,
El Naranjo,7,15,aa,63,
El Naranjo,7,15,aa,83,
El Naranjo,7,15,aa,165,
El Naranjo,7,15,aa,115,
El Naranjo,7,15,aa,76,15
El Naranjo,7,15,aa,63,
El Naranjo,7,16,aa,60,
El Naranjo,7,16,aa,77,
El Naranjo,7,16,aa,54,
El Naranjo,7,16,aa,25,6
El Naranjo,7,16,aa,49,
El Naranjo,7,16,aa,64,
El Naranjo,7,16,aa,86,
El Naranjo,7,16,aa,165,21
El Naranjo,7,16,aa,81,
El Naranjo,7,16,aa,58,
El Naranjo,7,16,aa,47,
El Naranjo,7,17,aa,75,
El Naranjo,7,17,aa,64,
El Naranjo,7,17,aa,32,
El Naranjo,7,17,aa,48,
El Naranjo,7,17,aa,74,
El Naranjo,7,17,aa,88,
El Naranjo,7,17,aa,48,
El Naranjo,7,17,aa,50,
El Naranjo,7,17,aa,43,
El Naranjo,7,17,aa,64,10
El Naranjo,7,17,aa,165,
El Naranjo,7,18,aa,75,
El Naranjo,7,18,aa,175,14
El Naranjo,7,18,aa,100,
El Naranjo,7,18,aa,72,
El Naranjo,7,18,aa,78,
El Naranjo,7,18,aa,7,2
El Naranjo,7,19,aa,58,
El Naranjo,7,19,aa,55,
El Naranjo,7,19,aa,38,
El Naranjo,7,19,aa,41,
El Naranjo,7,19,aa,22,
El Naranjo,7,19,aa,21,
El Naranjo,7,19,aa,79,
El Naranjo,7,19,aa,7,3.2
El Naranjo,7,19,aa,14,
El Naranjo,7,19,aa,13,
El Naranjo,7,19,aa,159,37
El Naranjo,7,19,aa,102,
El Naranjo,7,20,aa,34,
El Naranjo,7,20,aa,26,
El Naranjo,7,20,aa,47,
El Naranjo,7,20,aa,168,
El Naranjo,7,20,aa,78,
El Naranjo,7,20,aa,93,
El Naranjo,7,20,aa,57,
El Naranjo,7,20,aa,51,
El Naranjo,7,20,aa,26,
El Naranjo,7,20,aa,60,9
El Naranjo,7,21,aa,90,
El Naranjo,7,21,aa,93,
El Naranjo,7,21,aa,79,
El Naranjo,7,21,aa,55,14
El Naranjo,7,21,aa,48,
El Naranjo,7,21,aa,100,
El Naranjo,7,21,aa,70,
El Naranjo,7,21,aa,77,
El Naranjo,7,21,aa,100,
El Naranjo,7,21,aa,79,
El Naranjo,7,21,aa,100,
El Naranjo,7,21,aa,136,22
El Naranjo,7,21,aa,92,
El Naranjo,7,21,aa,100,
El Naranjo,7,22,aa,67,13
El Naranjo,7,22,aa,94,
El Naranjo,7,22,aa,11,
El Naranjo,7,22,aa,13,
El Naranjo,7,22,aa,74,
El Naranjo,7,22,aa,24,
El Naranjo,7,22,aa,51,
El Naranjo,7,22,aa,94,
El Naranjo,7,22,aa,61,
El Naranjo,7,22,aa,100,
El Naranjo,7,22,aa,55,
El Naranjo,7,22,aa,73,
El Naranjo,7,22,aa,90,
El Naranjo,7,22,aa,93,
El Naranjo,7,22,aa,101,
El Naranjo,7,22,aa,78,
El Naranjo,7,22,aa,82,
El Naranjo,7,22,aa,136,22
El Naranjo,7,23,aa,21,
El Naranjo,7,23,aa,15,
El Naranjo,7,23,aa,19,
El Naranjo,7,23,aa,108,
El Naranjo,7,23,aa,136,22
El Naranjo,7,23,aa,52,
El Naranjo,7,23,aa,29,7.5
El Naranjo,7,23,aa,41,
El Naranjo,7,23,aa,57,
El Naranjo,7,23,aa,90,
El Naranjo,7,23,aa,77,
El Naranjo,7,23,aa,118,
El Naranjo,7,23,aa,8,
El Naranjo,7,23,aa,59,
El Naranjo,7,23,aa,69,
El Naranjo,7,23,aa,61,
El Naranjo,7,23,aa,71,
El Naranjo,7,24,aa,69,
El Naranjo,7,24,aa,30,
El Naranjo,7,24,aa,54,
El Naranjo,7,24,aa,62,
El Naranjo,7,24,aa,92,
El Naranjo,7,24,aa,160,25
El Naranjo,7,24,aa,115,
El Naranjo,7,24,aa,87,
El Naranjo,7,24,aa,38,
El Naranjo,7,24,aa,51,
El Naranjo,7,24,aa,71,15
El Naranjo,7,24,np,27,
El Naranjo,7,25,aa,94,
El Naranjo,7,25,aa,66,
El Naranjo,7,25,aa,72,
El Naranjo,7,25,aa,70,
El Naranjo,7,25,aa,61,
El Naranjo,7,25,aa,53,
El Naranjo,7,25,aa,43,
El Naranjo,7,25,aa,87,
El Naranjo,7,25,aa,35,
El Naranjo,7,25,aa,90,
El Naranjo,7,25,aa,100,23
El Naranjo,7,25,aa,100,
El Naranjo,7,25,np,21,8
El Naranjo,7,25,np,34,
El Naranjo,7,26,aa,77,
El Naranjo,7,26,aa,134,31
El Naranjo,7,26,aa,86,
El Naranjo,7,26,aa,64,
El Naranjo,7,26,aa,61,
El Naranjo,7,26,aa,53,
El Naranjo,7,26,aa,92,
El Naranjo,7,26,aa,78,
El Naranjo,7,26,aa,92,
El Naranjo,7,26,aa,100,
El Naranjo,7,26,aa,43,
El Naranjo,7,26,np,57,
El Naranjo,7,27,aa,52,
El Naranjo,7,27,aa,70,
El Naranjo,7,27,aa,58,
El Naranjo,7,27,aa,32,
El Naranjo,7,27,aa,45,
El Naranjo,7,27,aa,76,
El Naranjo,7,27,aa,90,
El Naranjo,7,27,aa,159,
El Naranjo,7,27,aa,56,
El Naranjo,7,27,aa,100,
El Naranjo,7,27,aa,19,
El Naranjo,7,27,aa,29,7
El Naranjo,7,27,aa,59,
El Naranjo,7,27,aa,96,28
El Naranjo,7,27,aa,96,
El Naranjo,7,27,aa,134,
El Naranjo,7,28,aa,53,9
El Naranjo,7,28,aa,61,
El Naranjo,7,28,aa,91,
El Naranjo,7,28,aa,37,
El Naranjo,7,28,aa,68,
El Naranjo,7,28,aa,82,
El Naranjo,7,28,aa,158,
El Naranjo,7,29,aa,5,2.3
El Naranjo,7,29,aa,25,
El Naranjo,7,29,aa,11,
El Naranjo,7,29,aa,12,
El Naranjo,7,29,aa,53,
El Naranjo,7,29,aa,62,
El Naranjo,7,29,aa,82,25.5
El Naranjo,7,29,aa,80,
El Naranjo,7,29,aa,74,
El Naranjo,7,30,aa,57,
El Naranjo,7,30,aa,24,
El Naranjo,7,30,aa,33,
El Naranjo,7,30,aa,60,
El Naranjo,7,30,aa,37,
El Naranjo,7,30,aa,67,
El Naranjo,7,30,aa,60,
El Naranjo,7,30,aa,104,
El Naranjo,7,30,aa,65,
El Naranjo,7,31,aa,78,
El Naranjo,7,31,aa,55,
El Naranjo,7,31,aa,50,
El Naranjo,7,31,aa,42,
El Naranjo,7,31,aa,48,
El Naranjo,7,31,aa,70,
El Naranjo,7,31,aa,35,9.5
El Naranjo,7,31,aa,66,
El Naranjo,7,31,aa,61,
El Naranjo,7,31,aa,168,26
El Naranjo,7,32,aa,19,
El Naranjo,7,32,aa,46,
El Naranjo,7,32,aa,22,
El Naranjo,7,32,aa,53,
El Naranjo,7,32,aa,57,
El Naranjo,7,32,aa,46,9.5
El Naranjo,7,32,aa,62,
El Naranjo,7,32,aa,9,
El Naranjo,7,32,aa,53,
El Naranjo,7,32,aa,78,
El Naranjo,7,32,aa,57,
El Naranjo,7,33,aa,20,7
El Naranjo,7,33,aa,32,
El Naranjo,7,33,aa,20,
El Naranjo,7,33,aa,41,
El Naranjo,7,33,aa,59,
El Naranjo,7,33,aa,42,
El Naranjo,7,33,aa,99,
El Naranjo,7,33,aa,79,
El Naranjo,7,33,aa,98,
El Naranjo,7,33,aa,65,
El Naranjo,7,33,aa,159,22
El Naranjo,7,33,aa,136,
El Naranjo,7,34,aa,164,24
El Naranjo,7,34,aa,59,
El Naranjo,7,34,aa,43,
El Naranjo,7,34,aa,40,
El Naranjo,7,34,aa,84,
El Naranjo,7,34,aa,159,22
El Naranjo,7,34,aa,67,20
El Naranjo,7,34,aa,65,12
El Naranjo,7,35,,,
El Naranjo,7,36,aa,163,24
El Naranjo,7,36,aa,90,
El Naranjo,7,36,aa,93,
El Naranjo,7,36,aa,23,10
El Naranjo,7,36,aa,40,
El Naranjo,7,36,aa,32,
El Naranjo,7,36,aa,32,
El Naranjo,7,36,aa,70,
El Naranjo,7,36,aa,48,
El Naranjo,7,36,aa,82,
El Naranjo,7,36,aa,88,
El Naranjo,7,36,aa,55,
El Naranjo,8,1,aa,36,
El Naranjo,8,1,aa,133,
El Naranjo,8,1,aa,43,
El Naranjo,8,1,aa,73,
El Naranjo,8,1,aa,71,
El Naranjo,8,1,aa,36,
El Naranjo,8,1,aa,42,
El Naranjo,8,1,aa,73,
El Naranjo,8,1,aa,92,
El Naranjo,8,1,aa,32,
El Naranjo,8,1,aa,125,
El Naranjo,8,1,aa,61,15.5
El Naranjo,8,2,aa,69,
El Naranjo,8,2,aa,26,
El Naranjo,8,2,aa,33,
El Naranjo,8,2,aa,20,
El Naranjo,8,2,aa,119,17
El Naranjo,8,2,aa,67,
El Naranjo,8,2,aa,90,
El Naranjo,8,2,aa,24,
El Naranjo,8,2,aa,21,
El Naranjo,8,2,aa,15,3
El Naranjo,8,2,aa,37,
El Naranjo,8,2,aa,75,
El Naranjo,8,2,aa,87,
El Naranjo,8,2,aa,110,
El Naranjo,8,2,aa,74,
El Naranjo,8,2,aa,48,
El Naranjo,8,2,aa,84,
El Naranjo,8,2,aa,99,
El Naranjo,8,3,aa,105,
El Naranjo,8,3,aa,49,
El Naranjo,8,3,aa,46,
El Naranjo,8,3,aa,41,
El Naranjo,8,3,aa,121,
El Naranjo,8,3,aa,41,
El Naranjo,8,3,aa,112,
El Naranjo,8,3,aa,73,
El Naranjo,8,3,aa,119,
El Naranjo,8,3,aa,62,
El Naranjo,8,3,aa,56,
El Naranjo,8,3,aa,62,16
El Naranjo,8,4,aa,58,11
El Naranjo,8,4,aa,126,24
El Naranjo,8,5,aa,74,
El Naranjo,8,5,aa,82,
El Naranjo,8,5,aa,78,17
El Naranjo,8,5,aa,151,
El Naranjo,8,5,aa,71,
El Naranjo,8,5,aa,84,
El Naranjo,8,5,aa,89,
El Naranjo,8,5,aa,56,
El Naranjo,8,5,aa,65,
El Naranjo,8,5,aa,52,
El Naranjo,8,6,aa,151,23
El Naranjo,8,6,aa,99,
El Naranjo,8,6,aa,139,
El Naranjo,8,6,aa,60,13
El Naranjo,8,7,aa,47,
El Naranjo,8,7,aa,42,
El Naranjo,8,7,aa,16,
El Naranjo,8,7,aa,79,
El Naranjo,8,7,aa,14,
El Naranjo,8,7,aa,32,
El Naranjo,8,7,aa,29,
El Naranjo,8,7,aa,58,
El Naranjo,8,7,aa,40,
El Naranjo,8,7,aa,39,8
El Naranjo,8,7,aa,33,
El Naranjo,8,7,aa,20,
El Naranjo,8,7,aa,67,
El Naranjo,8,8,aa,72,
El Naranjo,8,8,aa,44,9
El Naranjo,8,8,aa,38,
El Naranjo,8,8,aa,28,
El Naranjo,8,8,aa,23,
El Naranjo,8,8,aa,33,
El Naranjo,8,8,aa,13,
El Naranjo,8,8,aa,56,
El Naranjo,8,8,aa,47,
El Naranjo,8,8,aa,67,
El Naranjo,8,8,aa,82,
El Naranjo,8,8,aa,80,
El Naranjo,8,8,aa,78,
El Naranjo,8,8,aa,89,
El Naranjo,8,9,aa,67,
El Naranjo,8,9,aa,48,
El Naranjo,8,9,aa,44,16
El Naranjo,8,9,aa,34,
El Naranjo,8,9,aa,20,
El Naranjo,8,9,aa,27,
El Naranjo,8,9,aa,23,
El Naranjo,8,9,aa,53,
El Naranjo,8,9,aa,142,
El Naranjo,8,9,aa,112,
El Naranjo,8,9,aa,60,
El Naranjo,8,9,aa,26,
El Naranjo,8,9,aa,18,
El Naranjo,8,9,aa,34,
El Naranjo,8,10,aa,71,
El Naranjo,8,10,aa,46,
El Naranjo,8,10,aa,26,11
El Naranjo,8,10,aa,37,
El Naranjo,8,10,aa,34,
El Naranjo,8,10,aa,81,
El Naranjo,8,10,aa,112,22
El Naranjo,8,10,aa,57,
El Naranjo,8,10,aa,65,
El Naranjo,8,10,aa,45,
El Naranjo,8,10,aa,26,
El Naranjo,8,10,aa,40,
El Naranjo,8,11,aa,47,
El Naranjo,8,11,aa,47,
El Naranjo,8,11,aa,71,
El Naranjo,8,11,aa,57,
El Naranjo,8,11,aa,131,
El Naranjo,8,11,aa,57,
El Naranjo,8,11,aa,158,
El Naranjo,8,11,aa,84,18
El Naranjo,8,11,aa,100,
El Naranjo,8,11,aa,43,
El Naranjo,8,11,aa,123,
El Naranjo,8,12,aa,131,21
El Naranjo,8,12,aa,120,
El Naranjo,8,12,aa,12,3
El Naranjo,8,12,aa,48,
El Naranjo,8,12,aa,36,
El Naranjo,8,13,aa,82,
El Naranjo,8,13,aa,146,
El Naranjo,8,13,aa,84,15
El Naranjo,8,13,aa,24,
El Naranjo,8,13,aa,24,
El Naranjo,8,13,np,83,
El Naranjo,8,13,np,16,7
El Naranjo,8,14,aa,17,6
El Naranjo,8,14,aa,123,23
El Naranjo,8,14,np,9,8
El Naranjo,8,14,np,25,
El Naranjo,8,14,np,16,
El Naranjo,8,14,np,28,15
El Naranjo,8,14,np,18,
El Naranjo,8,14,np,16,
El Naranjo,8,15,aa,161,23
El Naranjo,8,15,np,19,6
El Naranjo,8,16,aa,153,18
El Naranjo,8,16,aa,78,
El Naranjo,8,16,aa,112,
El Naranjo,8,16,aa,95,
El Naranjo,8,16,aa,100,
El Naranjo,8,16,aa,142,
El Naranjo,8,16,aa,24,7
El Naranjo,8,16,aa,59,
El Naranjo,8,17,aa,74,
El Naranjo,8,17,aa,59,
El Naranjo,8,17,aa,76,
El Naranjo,8,17,aa,65,
El Naranjo,8,17,aa,61,
El Naranjo,8,17,aa,9,
El Naranjo,8,17,aa,57,10
El Naranjo,8,18,aa,122,21
El Naranjo,8,18,aa,81,16
El Naranjo,8,19,aa,63,
El Naranjo,8,19,aa,65,
El Naranjo,8,19,aa,41,
El Naranjo,8,19,aa,39,11.5
El Naranjo,8,19,aa,61,
El Naranjo,8,19,aa,107,
El Naranjo,8,19,aa,79,
El Naranjo,8,19,aa,31,
El Naranjo,8,19,aa,33,
El Naranjo,8,19,aa,108,
El Naranjo,8,19,aa,90,
El Naranjo,8,19,aa,81,
El Naranjo,8,19,aa,118,26
El Naranjo,8,20,aa,6,1.8
El Naranjo,8,20,aa,32,
El Naranjo,8,20,aa,75,
El Naranjo,8,20,aa,50,
El Naranjo,8,20,aa,34,
El Naranjo,8,20,aa,23,
El Naranjo,8,20,aa,34,
El Naranjo,8,20,aa,67,
El Naranjo,8,20,aa,81,
El Naranjo,8,20,aa,85,
El Naranjo,8,20,aa,137,
El Naranjo,8,20,aa,56,
El Naranjo,8,20,aa,12,
El Naranjo,8,20,aa,8,
El Naranjo,8,20,aa,10,
El Naranjo,8,20,aa,119,
El Naranjo,8,20,aa,29,
El Naranjo,8,20,aa,87,
El Naranjo,8,20,aa,80,
El Naranjo,8,20,aa,104,
El Naranjo,8,20,aa,73,24
El Naranjo,8,20,aa,76,
El Naranjo,8,20,aa,112,
El Naranjo,8,21,aa,16,
El Naranjo,8,21,aa,28,
El Naranjo,8,21,aa,19,
El Naranjo,8,21,aa,91,
El Naranjo,8,21,aa,12,5
El Naranjo,8,21,aa,23,
El Naranjo,8,21,aa,76,
El Naranjo,8,21,aa,119,
El Naranjo,8,21,aa,40,
El Naranjo,8,21,aa,43,
El Naranjo,8,21,aa,51,
El Naranjo,8,21,aa,126,24
El Naranjo,8,22,aa,80,
El Naranjo,8,22,aa,54,
El Naranjo,8,22,aa,80,
El Naranjo,8,22,aa,56,
El Naranjo,8,22,aa,58,
El Naranjo,8,22,aa,26,
El Naranjo,8,22,aa,38,
El Naranjo,8,22,aa,50,13
El Naranjo,8,22,aa,62,
El Naranjo,8,22,aa,85,
El Naranjo,8,22,aa,104,
El Naranjo,8,22,aa,73,
El Naranjo,8,22,aa,108,27
El Naranjo,8,23,aa,85,
El Naranjo,8,23,aa,104,
El Naranjo,8,23,aa,67,
El Naranjo,8,23,aa,35,
El Naranjo,8,23,aa,81,
El Naranjo,8,23,aa,60,
El Naranjo,8,23,aa,59,
El Naranjo,8,23,aa,45,
El Naranjo,8,23,aa,43,
El Naranjo,8,23,aa,51,
El Naranjo,8,23,aa,73,
El Naranjo,8,23,aa,108,27
El Naranjo,8,23,aa,13,4
El Naranjo,8,23,aa,24,
El Naranjo,8,24,aa,52,
El Naranjo,8,24,aa,75,
El Naranjo,8,24,aa,84,
El Naranjo,8,24,aa,32,
El Naranjo,8,24,aa,50,
El Naranjo,8,24,aa,115,
El Naranjo,8,24,aa,164,
El Naranjo,8,24,aa,38,
El Naranjo,8,24,aa,37,
El Naranjo,8,24,aa,22,11
El Naranjo,8,24,aa,62,
El Naranjo,8,24,aa,56,
El Naranjo,8,24,aa,100,
El Naranjo,8,24,aa,83,
El Naranjo,8,24,aa,75,
El Naranjo,8,24,aa,100,
El Naranjo,8,24,aa,111,
El Naranjo,8,24,aa,42,13
El Naranjo,8,25,aa,8,3
El Naranjo,8,25,aa,9,
El Naranjo,8,25,aa,38,
El Naranjo,8,25,aa,24,
El Naranjo,8,25,aa,99,
El Naranjo,8,25,aa,66,
El Naranjo,8,25,aa,27,
El Naranjo,8,25,aa,73,
El Naranjo,8,25,aa,91,
El Naranjo,8,25,aa,120,22
El Naranjo,8,25,aa,74,
El Naranjo,8,25,aa,33,
El Naranjo,8,25,aa,49,
El Naranjo,8,25,aa,77,
El Naranjo,8,25,aa,74,
El Naranjo,8,25,aa,63,
El Naranjo,8,25,aa,49,
El Naranjo,8,25,aa,85,
El Naranjo,8,26,aa,31,
El Naranjo,8,26,aa,46,
El Naranjo,8,26,aa,64,
El Naranjo,8,26,aa,9,
El Naranjo,8,26,aa,17,
El Naranjo,8,26,aa,7,
El Naranjo,8,26,aa,7,
El Naranjo,8,26,aa,7,
El Naranjo,8,26,aa,48,
El Naranjo,8,26,aa,70,
El Naranjo,8,26,aa,43,17
El Naranjo,8,26,aa,100,
El Naranjo,8,26,aa,50,
El Naranjo,8,26,aa,48,
El Naranjo,8,26,aa,120,22
El Naranjo,8,27,aa,150,36
El Naranjo,8,27,aa,23,
El Naranjo,8,27,aa,36,
El Naranjo,8,27,aa,42,
El Naranjo,8,27,aa,22,
El Naranjo,8,27,aa,11,6
El Naranjo,8,27,aa,15,
El Naranjo,8,27,aa,47,
El Naranjo,8,27,aa,32,
El Naranjo,8,27,aa,52,
El Naranjo,8,27,aa,124,
El Naranjo,8,27,aa,45,
El Naranjo,8,28,aa,70,
El Naranjo,8,28,aa,81,
El Naranjo,8,28,aa,93,
El Naranjo,8,28,aa,44,
El Naranjo,8,28,aa,51,14.5
El Naranjo,8,28,aa,55,
El Naranjo,8,28,aa,12,
El Naranjo,8,28,aa,22,
El Naranjo,8,28,aa,29,
El Naranjo,8,28,aa,11,
El Naranjo,8,28,aa,7,
El Naranjo,8,28,aa,8,
El Naranjo,8,28,aa,9,
El Naranjo,8,28,aa,13,
El Naranjo,8,28,aa,150,36
El Naranjo,8,28,aa,95,
El Naranjo,8,28,aa,67,
El Naranjo,8,28,aa,37,
El Naranjo,8,29,aa,89,
El Naranjo,8,29,aa,97,
El Naranjo,8,29,aa,86,
El Naranjo,8,29,aa,88,
El Naranjo,8,29,aa,104,
El Naranjo,8,29,aa,85,
El Naranjo,8,29,aa,79,
El Naranjo,8,29,aa,70,
El Naranjo,8,29,aa,72,
El Naranjo,8,29,aa,29,
El Naranjo,8,29,aa,26,5
El Naranjo,8,29,aa,76,
El Naranjo,8,29,aa,41,
El Naranjo,8,29,aa,129,26
El Naranjo,8,29,aa,50,
El Naranjo,8,29,aa,110,
El Naranjo,8,30,aa,73,
El Naranjo,8,30,aa,89,
El Naranjo,8,30,aa,54,
El Naranjo,8,30,aa,88,
El Naranjo,8,30,aa,66,
El Naranjo,8,30,aa,13,
El Naranjo,8,30,aa,56,
El Naranjo,8,30,aa,78,
El Naranjo,8,30,aa,59,
El Naranjo,8,30,aa,37,
El Naranjo,8,30,aa,125,
El Naranjo,8,30,aa,87,
El Naranjo,8,30,aa,65,
El Naranjo,8,30,aa,77,
El Naranjo,8,30,aa,92,
El Naranjo,8,30,aa,136,
El Naranjo,8,30,aa,86,
El Naranjo,8,30,aa,108,
El Naranjo,8,30,aa,134,
El Naranjo,8,30,aa,83,22
El Naranjo,8,31,aa,62,
El Naranjo,8,31,aa,76,
El Naranjo,8,31,aa,39,
El Naranjo,8,31,aa,41,
El Naranjo,8,31,aa,13,3.5
El Naranjo,8,31,aa,43,
El Naranjo,8,31,aa,35,
El Naranjo,8,31,aa,41,
El Naranjo,8,31,aa,134,30
El Naranjo,8,31,aa,16,
El Naranjo,8,31,aa,16,
El Naranjo,8,31,aa,54,
El Naranjo,8,31,aa,23,
El Naranjo,8,31,aa,53,
El Naranjo,8,31,aa,105,
El Naranjo,8,32,aa,18,
El Naranjo,8,32,aa,16,
El Naranjo,8,32,aa,35,
El Naranjo,8,32,aa,21,
El Naranjo,8,32,aa,105,
El Naranjo,8,32,aa,63,
El Naranjo,8,32,aa,60,
El Naranjo,8,32,aa,56,
El Naranjo,8,32,aa,64,
El Naranjo,8,32,aa,65,
El Naranjo,8,32,aa,81,
El Naranjo,8,32,aa,83,22
El Naranjo,8,32,aa,100,
El Naranjo,8,32,aa,100,
El Naranjo,8,32,aa,133,
El Naranjo,8,32,aa,70,
El Naranjo,8,32,aa,39,
El Naranjo,8,32,aa,89,
El Naranjo,8,33,aa,85,
El Naranjo,8,33,aa,105,
El Naranjo,8,33,aa,25,
El Naranjo,8,33,aa,32,
El Naranjo,8,33,aa,66,
El Naranjo,8,33,aa,98,
El Naranjo,8,33,aa,107,
El Naranjo,8,33,aa,28,
El Naranjo,8,33,aa,44,
El Naranjo,8,33,aa,29,
El Naranjo,8,33,aa,52,
El Naranjo,8,33,aa,31,
El Naranjo,8,33,aa,41,
El Naranjo,8,33,aa,50,
El Naranjo,8,33,aa,48,
El Naranjo,8,33,aa,25,
El Naranjo,8,33,aa,22,15
El Naranjo,8,33,aa,41,
El Naranjo,8,33,aa,38,
El Naranjo,8,33,aa,47,
El Naranjo,8,33,aa,49,
El Naranjo,8,33,aa,150,36
El Naranjo,8,34,aa,87,22
El Naranjo,8,34,aa,50,
El Naranjo,8,34,aa,62,
El Naranjo,8,34,aa,83,
El Naranjo,8,34,aa,90,
El Naranjo,8,34,aa,150,36
El Naranjo,8,34,aa,86,
El Naranjo,8,34,aa,81,
El Naranjo,8,34,aa,41,
El Naranjo,8,34,aa,66,
El Naranjo,8,34,aa,31,
El Naranjo,8,35,aa,83,36
El Naranjo,8,35,aa,56,
El Naranjo,8,35,aa,43,
El Naranjo,8,35,aa,76,
El Naranjo,8,35,aa,69,
El Naranjo,8,35,aa,41,13.5
El Naranjo,8,35,aa,71,
El Naranjo,8,35,aa,52,
El Naranjo,8,35,aa,48,
El Naranjo,8,36,aa,63,11
El Naranjo,8,36,aa,61,
El Naranjo,8,36,aa,89,
El Naranjo,8,36,aa,80,
El Naranjo,8,36,aa,94,
El Naranjo,8,36,aa,55,
El Naranjo,9,1,aa,77,
El Naranjo,9,1,aa,84,
El Naranjo,9,1,aa,80,22
El Naranjo,9,1,np,34,16
El Naranjo,9,1,np,41,
El Naranjo,9,1,np,32,
El Naranjo,9,2,aa,176,25
El Naranjo,9,2,np,9,3
El Naranjo,9,3,aa,44,
El Naranjo,9,3,aa,42,
El Naranjo,9,3,aa,77,13
El Naranjo,9,3,aa,43,
El Naranjo,9,3,aa,176,
El Naranjo,9,3,aa,92,
El Naranjo,9,3,aa,12,
El Naranjo,9,3,aa,28,
El Naranjo,9,3,np,128,
El Naranjo,9,3,np,22,
El Naranjo,9,3,np,15,
El Naranjo,9,3,np,20,
El Naranjo,9,4,aa,75,10
El Naranjo,9,4,np,123,18
El Naranjo,9,4,np,108,
El Naranjo,9,4,np,40,12.5
El Naranjo,9,4,np,49,
El Naranjo,9,4,np,37,
El Naranjo,9,4,np,146,
El Naranjo,9,5,aa,53,
El Naranjo,9,5,aa,76,
El Naranjo,9,5,aa,38,
El Naranjo,9,5,aa,24,
El Naranjo,9,5,aa,40,
El Naranjo,9,5,aa,43,16
El Naranjo,9,5,aa,39,
El Naranjo,9,5,aa,54,
El Naranjo,9,5,aa,93,
El Naranjo,9,5,aa,40,
El Naranjo,9,5,aa,40,
El Naranjo,9,5,aa,50,
El Naranjo,9,5,np,47,25
El Naranjo,9,6,aa,92,
El Naranjo,9,6,aa,64,12
El Naranjo,9,6,aa,143,20
El Naranjo,9,6,aa,72,
El Naranjo,9,6,aa,69,
El Naranjo,9,6,np,35,12
El Naranjo,9,6,np,41,13
El Naranjo,9,7,aa,52,
El Naranjo,9,7,aa,61,16
El Naranjo,9,7,aa,69,
El Naranjo,9,7,np,59,14
El Naranjo,9,8,aa,83,22
El Naranjo,9,8,np,41,19
El Naranjo,9,8,np,35,18
El Naranjo,9,8,np,38,
El Naranjo,9,8,np,37,
El Naranjo,9,9,aa,30,
El Naranjo,9,9,aa,35,
El Naranjo,9,9,aa,61,
El Naranjo,9,9,aa,72,
El Naranjo,9,9,aa,34,
El Naranjo,9,9,aa,73,
El Naranjo,9,9,aa,61,14
El Naranjo,9,9,aa,58,
El Naranjo,9,9,aa,90,
El Naranjo,9,9,np,42,11
El Naranjo,9,10,aa,41,
El Naranjo,9,10,aa,138,26
El Naranjo,9,10,aa,22,5
El Naranjo,9,10,aa,24,
El Naranjo,9,10,aa,54,
El Naranjo,9,10,aa,79,
El Naranjo,9,10,np,37,
El Naranjo,9,10,np,50,14
El Naranjo,9,10,np,15,8
El Naranjo,9,10,np,45,
El Naranjo,9,11,aa,71,
El Naranjo,9,11,aa,99,
El Naranjo,9,11,aa,57,
El Naranjo,9,11,aa,91,
El Naranjo,9,11,aa,37,
El Naranjo,9,11,aa,83,
El Naranjo,9,11,np,16,
El Naranjo,9,12,aa,35,
El Naranjo,9,12,aa,25,
El Naranjo,9,12,aa,48,13
El Naranjo,9,12,aa,28,
El Naranjo,9,12,aa,39,
El Naranjo,9,12,aa,27,
El Naranjo,9,12,aa,52,
El Naranjo,9,12,aa,17,3
El Naranjo,9,12,np,40,
El Naranjo,9,12,np,45,16
El Naranjo,9,12,np,28,10
El Naranjo,9,13,aa,103,
El Naranjo,9,13,aa,34,
El Naranjo,9,13,aa,34,
El Naranjo,9,13,aa,58,
El Naranjo,9,13,aa,64,
El Naranjo,9,13,aa,116,
El Naranjo,9,13,aa,50,
El Naranjo,9,13,aa,43,
El Naranjo,9,13,aa,60,
El Naranjo,9,13,aa,50,
El Naranjo,9,13,aa,61,
El Naranjo,9,13,aa,47,
El Naranjo,9,13,aa,39,
